Duration,Start date,Start terminal,End terminal,Subscription Type
0h 34m 44s,7/5/2014 15:17,31613,31247,Casual
0h 56m 45s,7/5/2014 15:17,31258,31271,Casual
0h 17m 31s,7/5/2014 15:17,31613,31231,Casual
2h 10m 6s,7/5/2014 15:17,31231,31200,Casual
1h 33m 0s,7/5/2014 15:17,31247,31231,Casual
0h 30m 48s,7/5/2014 15:17,31047,31042,Registered
0h 0m 42s,7/5/2014 15:17,31248,31248,Registered
0h 4m 30s,7/5/2014 15:17,31115,31400,Registered
0h 19m 52s,7/5/2014 15:17,31638,31207,Registered
2h 10m 40s,7/5/2014 15:17,31231,31200,Casual
1h 1m 27s,7/5/2014 15:17,31222,31248,Casual
0h 0m 3s,7/5/2014 15:18,31200,31200,Registered
0h 17m 11s,7/5/2014 15:18,31214,31201,Registered
0h 29m 49s,7/5/2014 15:18,31633,31209,Casual
2h 37m 13s,7/5/2014 15:18,31232,32002,Casual
0h 28m 46s,7/5/2014 15:18,31219,31256,Casual
1h 7m 31s,7/5/2014 15:18,31228,31249,Casual
0h 28m 51s,7/5/2014 15:18,31219,31256,Casual
0h 9m 19s,7/5/2014 15:18,31121,31101,Registered
0h 22m 37s,7/5/2014 15:18,31513,31237,Registered
0h 32m 41s,7/5/2014 15:18,31202,31208,Casual
0h 25m 57s,7/5/2014 15:18,31258,31247,Casual
0h 26m 48s,7/5/2014 15:18,31258,31247,Casual
3h 55m 55s,7/5/2014 15:18,31216,31216,Casual
0h 29m 4s,7/5/2014 15:18,31633,31209,Casual
0h 33m 0s,7/5/2014 15:18,31110,31248,Registered
0h 24m 7s,7/5/2014 15:18,31248,31215,Registered
0h 41m 33s,7/5/2014 15:18,31261,31235,Casual
0h 45m 19s,7/5/2014 15:18,31613,31235,Casual
1h 31m 28s,7/5/2014 15:19,31247,31231,Casual
0h 25m 20s,7/5/2014 15:19,31258,31247,Casual
0h 41m 23s,7/5/2014 15:19,31261,31235,Casual
1h 39m 1s,7/5/2014 15:19,31243,31258,Casual
0h 26m 1s,7/5/2014 15:19,31271,31231,Registered
0h 28m 38s,7/5/2014 15:19,31633,31209,Casual
0h 6m 4s,7/5/2014 15:19,31005,31013,Registered
0h 15m 38s,7/5/2014 15:19,31201,31600,Registered
0h 6m 16s,7/5/2014 15:19,31005,31013,Registered
0h 7m 42s,7/5/2014 15:19,31022,31025,Registered
0h 7m 10s,7/5/2014 15:19,31111,31229,Registered
0h 27m 53s,7/5/2014 15:19,31633,31209,Casual
0h 26m 6s,7/5/2014 15:19,31258,31247,Casual
0h 24m 59s,7/5/2014 15:20,31105,31209,Registered
0h 8m 11s,7/5/2014 15:20,31245,31200,Registered
0h 23m 12s,7/5/2014 15:20,31107,31231,Registered
0h 44m 15s,7/5/2014 15:20,31613,31235,Casual
0h 59m 51s,7/5/2014 15:20,31222,31248,Casual
0h 44m 14s,7/5/2014 15:20,31613,31235,Casual
0h 9m 54s,7/5/2014 15:20,31631,31638,Registered
0h 20m 30s,7/5/2014 15:20,31219,31241,Casual
0h 11m 54s,7/5/2014 15:20,31608,31209,Registered
0h 4m 21s,7/5/2014 15:20,31257,31211,Registered
0h 7m 52s,7/5/2014 15:20,31245,31200,Registered
0h 23m 4s,7/5/2014 15:20,31107,31231,Registered
0h 41m 53s,7/5/2014 15:20,31269,31228,Casual
0h 34m 8s,7/5/2014 15:20,31258,31232,Registered
0h 30m 55s,7/5/2014 15:20,31202,31208,Casual
0h 31m 45s,7/5/2014 15:20,31119,31230,Registered
0h 27m 25s,7/5/2014 15:20,31258,31247,Casual
0h 20m 8s,7/5/2014 15:20,31219,31241,Casual
1h 2m 30s,7/5/2014 15:20,31247,31242,Casual
1h 2m 25s,7/5/2014 15:20,31247,31242,Casual
0h 11m 15s,7/5/2014 15:20,31230,31239,Registered
0h 27m 36s,7/5/2014 15:20,31272,31271,Casual
0h 27m 16s,7/5/2014 15:20,31272,31271,Casual
0h 7m 16s,7/5/2014 15:20,31101,31109,Registered
0h 29m 37s,7/5/2014 15:20,31258,31247,Casual
1h 4m 44s,7/5/2014 15:20,31232,31249,Casual
0h 15m 18s,7/5/2014 15:20,31217,31249,Casual
0h 15m 29s,7/5/2014 15:21,31217,31249,Casual
1h 5m 55s,7/5/2014 15:21,31232,31249,Casual
0h 8m 24s,7/5/2014 15:21,31202,31503,Registered
0h 8m 59s,7/5/2014 15:21,31204,31231,Registered
0h 58m 1s,7/5/2014 15:21,31222,31248,Casual
0h 13m 15s,7/5/2014 15:21,31117,31270,Registered
0h 9m 51s,7/5/2014 15:21,31253,31110,Registered
0h 24m 57s,7/5/2014 15:21,31228,31237,Casual
0h 18m 49s,7/5/2014 15:21,31272,31254,Registered
0h 18m 9s,7/5/2014 15:21,31272,31248,Casual
0h 29m 14s,7/5/2014 15:21,31258,31247,Casual
1h 53m 5s,7/5/2014 15:21,31215,32012,Casual
0h 15m 58s,7/5/2014 15:21,31510,31614,Registered
1h 36m 43s,7/5/2014 15:21,31243,31258,Casual
0h 39m 25s,7/5/2014 15:21,31261,31235,Casual
0h 15m 39s,7/5/2014 15:21,31272,31248,Registered
0h 33m 9s,7/5/2014 15:21,31258,31232,Registered
0h 14m 24s,7/5/2014 15:21,31108,31272,Registered
0h 39m 26s,7/5/2014 15:21,31243,31203,Casual
1h 36m 45s,7/5/2014 15:21,31243,31258,Casual
0h 7m 31s,7/5/2014 15:21,31231,31231,Casual
0h 2m 37s,7/5/2014 15:21,31212,31255,Registered
0h 7m 26s,7/5/2014 15:21,31231,31231,Casual
0h 38m 27s,7/5/2014 15:21,31261,31235,Casual
0h 27m 9s,7/5/2014 15:21,31258,31628,Casual
0h 1m 6s,7/5/2014 15:21,31219,31219,Registered
0h 19m 12s,7/5/2014 15:21,31248,31258,Casual
0h 17m 24s,7/5/2014 15:21,31619,31209,Registered
0h 7m 10s,7/5/2014 15:22,31613,31622,Registered
0h 24m 17s,7/5/2014 15:22,31258,31248,Casual
0h 17m 15s,7/5/2014 15:22,31619,31209,Registered
0h 18m 36s,7/5/2014 15:22,31506,31628,Registered
0h 11m 19s,7/5/2014 15:22,31232,31616,Registered
0h 16m 33s,7/5/2014 15:22,31107,31234,Registered
1h 22m 12s,7/5/2014 15:22,32008,31246,Casual
0h 16m 48s,7/5/2014 15:22,31117,31638,Casual
0h 5m 40s,7/5/2014 15:22,31243,31244,Casual
0h 6m 47s,7/5/2014 15:22,31623,31613,Registered
0h 53m 38s,7/5/2014 15:22,31302,31217,Registered
0h 4m 35s,7/5/2014 15:22,31603,31505,Registered
0h 11m 34s,7/5/2014 15:22,31237,31211,Casual
1h 21m 52s,7/5/2014 15:22,32008,31246,Casual
0h 25m 6s,7/5/2014 15:22,31264,31241,Casual
0h 11m 41s,7/5/2014 15:22,31237,31211,Casual
1h 8m 7s,7/5/2014 15:22,31247,31228,Casual
0h 18m 31s,7/5/2014 15:22,31506,31271,Casual
0h 7m 39s,7/5/2014 15:23,31104,31602,Registered
0h 32m 30s,7/5/2014 15:23,31248,31114,Casual
0h 23m 32s,7/5/2014 15:23,31258,31248,Casual
0h 4m 1s,7/5/2014 15:23,31619,31610,Registered
0h 8m 26s,7/5/2014 15:23,31104,31202,Registered
0h 25m 54s,7/5/2014 15:23,31258,31248,Registered
0h 25m 40s,7/5/2014 15:23,31258,31248,Casual
0h 6m 41s,7/5/2014 15:23,31243,31244,Casual
0h 24m 30s,7/5/2014 15:23,31264,31241,Casual
0h 12m 43s,7/5/2014 15:23,31219,31205,Registered
0h 30m 34s,7/5/2014 15:23,31109,31617,Registered
1h 42m 46s,7/5/2014 15:23,31121,31260,Casual
1h 42m 24s,7/5/2014 15:23,31121,31260,Casual
0h 14m 29s,7/5/2014 15:23,31400,31110,Registered
0h 27m 15s,7/5/2014 15:23,31201,31217,Registered
0h 16m 0s,7/5/2014 15:23,31264,31247,Casual
0h 3m 10s,7/5/2014 15:23,31107,31103,Registered
0h 30m 19s,7/5/2014 15:23,31109,31617,Casual
0h 12m 31s,7/5/2014 15:23,31219,31205,Casual
0h 9m 10s,7/5/2014 15:24,31241,31509,Registered
0h 14m 43s,7/5/2014 15:24,31613,31256,Registered
0h 19m 25s,7/5/2014 15:24,31264,31247,Casual
1h 34m 10s,7/5/2014 15:24,31222,31253,Casual
0h 2m 21s,7/5/2014 15:24,31266,31223,Registered
0h 4m 26s,7/5/2014 15:24,31600,31264,Registered
0h 19m 23s,7/5/2014 15:24,31215,31200,Casual
0h 24m 11s,7/5/2014 15:24,31246,31258,Casual
0h 9m 40s,7/5/2014 15:24,31118,31120,Casual
0h 5m 6s,7/5/2014 15:24,31631,31616,Registered
1h 6m 4s,7/5/2014 15:24,31247,31228,Casual
0h 16m 18s,7/5/2014 15:25,31272,31612,Casual
0h 16m 10s,7/5/2014 15:25,31272,31612,Registered
0h 23m 7s,7/5/2014 15:25,31246,31258,Casual
0h 27m 37s,7/5/2014 15:25,31211,31011,Registered
2h 38m 28s,7/5/2014 15:25,31634,31108,Casual
0h 9m 25s,7/5/2014 15:25,31255,31211,Registered
0h 8m 28s,7/5/2014 15:25,31104,31201,Registered
0h 2m 24s,7/5/2014 15:25,31237,31237,Registered
0h 28m 16s,7/5/2014 15:25,31264,31246,Casual
0h 18m 32s,7/5/2014 15:25,31215,31200,Casual
0h 14m 56s,7/5/2014 15:25,31408,32034,Registered
0h 0m 6s,7/5/2014 15:25,31115,31115,Registered
0h 8m 6s,7/5/2014 15:25,31623,31617,Registered
1h 33m 2s,7/5/2014 15:25,31222,31253,Casual
0h 17m 16s,7/5/2014 15:25,31273,31248,Casual
0h 17m 27s,7/5/2014 15:25,31273,31248,Registered
0h 36m 35s,7/5/2014 15:25,31271,31258,Casual
0h 32m 13s,7/5/2014 15:25,31258,31623,Registered
0h 20m 12s,7/5/2014 15:25,31266,31225,Registered
0h 9m 20s,7/5/2014 15:25,31104,31268,Registered
0h 18m 17s,7/5/2014 15:25,31215,31200,Casual
0h 32m 25s,7/5/2014 15:25,31258,31623,Registered
0h 2m 43s,7/5/2014 15:25,31228,31230,Registered
0h 18m 3s,7/5/2014 15:26,31215,31200,Casual
0h 19m 51s,7/5/2014 15:26,31222,31623,Registered
0h 33m 30s,7/5/2014 15:26,31258,31020,Registered
0h 19m 28s,7/5/2014 15:26,31222,31623,Registered
0h 6m 17s,7/5/2014 15:26,31513,31516,Registered
0h 4m 2s,7/5/2014 15:26,31612,31623,Registered
0h 26m 30s,7/5/2014 15:26,31273,31215,Registered
0h 27m 18s,7/5/2014 15:26,31273,31215,Registered
0h 10m 19s,7/5/2014 15:26,31268,31600,Registered
1h 4m 41s,7/5/2014 15:26,31247,31228,Casual
0h 16m 9s,7/5/2014 15:26,31243,31209,Casual
0h 5m 34s,7/5/2014 15:26,31400,31602,Registered
0h 8m 32s,7/5/2014 15:26,31629,31616,Registered
0h 10m 0s,7/5/2014 15:26,31505,31245,Registered
0h 8m 16s,7/5/2014 15:26,31269,31615,Registered
1h 18m 22s,7/5/2014 15:27,31048,31048,Casual
0h 29m 48s,7/5/2014 15:27,31212,31632,Registered
0h 13m 10s,7/5/2014 15:27,31241,31246,Registered
0h 26m 31s,7/5/2014 15:27,31264,31246,Casual
0h 2m 25s,7/5/2014 15:27,31212,31234,Registered
0h 16m 3s,7/5/2014 15:27,31243,31209,Casual
0h 48m 56s,7/5/2014 15:27,31264,31246,Casual
0h 17m 37s,7/5/2014 15:27,31232,31242,Registered
0h 32m 9s,7/5/2014 15:27,31264,31246,Casual
0h 6m 56s,7/5/2014 15:27,31265,31251,Registered
0h 34m 46s,7/5/2014 15:27,31271,31258,Casual
0h 12m 27s,7/5/2014 15:27,31305,31229,Registered
0h 5m 32s,7/5/2014 15:27,31606,31613,Registered
0h 12m 5s,7/5/2014 15:27,31069,31034,Registered
0h 13m 32s,7/5/2014 15:27,31241,31246,Casual
0h 8m 51s,7/5/2014 15:27,31611,31626,Registered
0h 15m 16s,7/5/2014 15:27,31307,31215,Registered
0h 15m 7s,7/5/2014 15:27,31243,31209,Casual
0h 17m 35s,7/5/2014 15:27,31200,31266,Registered
0h 11m 30s,7/5/2014 15:27,31069,31034,Registered
0h 19m 34s,7/5/2014 15:27,31119,31603,Casual
0h 5m 15s,7/5/2014 15:27,31606,31613,Registered
0h 15m 17s,7/5/2014 15:27,31243,31209,Casual
0h 0m 44s,7/5/2014 15:27,31619,31619,Registered
0h 10m 23s,7/5/2014 15:27,31233,31239,Casual
0h 26m 44s,7/5/2014 15:28,31217,31613,Registered
2h 0m 7s,7/5/2014 15:28,31248,31205,Casual
1h 17m 29s,7/5/2014 15:28,31048,31048,Casual
1h 59m 46s,7/5/2014 15:28,31248,31205,Casual
0h 10m 48s,7/5/2014 15:28,31622,31610,Casual
0h 5m 26s,7/5/2014 15:28,31223,31203,Registered
0h 12m 44s,7/5/2014 15:28,31240,31240,Casual
1h 29m 36s,7/5/2014 15:28,31222,31253,Casual
0h 5m 9s,7/5/2014 15:28,31237,31225,Registered
0h 9m 56s,7/5/2014 15:28,31233,31239,Casual
0h 5m 55s,7/5/2014 15:28,31237,31211,Casual
0h 19m 5s,7/5/2014 15:28,31215,31200,Casual
0h 7m 22s,7/5/2014 15:28,31605,31606,Registered
0h 18m 44s,7/5/2014 15:28,31119,31603,Registered
0h 23m 30s,7/5/2014 15:28,31261,31256,Casual
0h 29m 56s,7/5/2014 15:28,31104,31258,Casual
0h 9m 12s,7/5/2014 15:28,31233,31239,Registered
0h 15m 29s,7/5/2014 15:28,31619,31243,Registered
0h 18m 36s,7/5/2014 15:29,31215,31200,Casual
0h 10m 13s,7/5/2014 15:29,31310,32014,Registered
0h 27m 22s,7/5/2014 15:29,31623,31208,Casual
0h 22m 52s,7/5/2014 15:29,31261,31256,Casual
0h 15m 46s,7/5/2014 15:29,31628,31616,Registered
0h 9m 34s,7/5/2014 15:29,31613,31108,Registered
0h 9m 39s,7/5/2014 15:29,31103,31234,Registered
0h 3m 38s,7/5/2014 15:29,31252,31252,Casual
0h 12m 30s,7/5/2014 15:29,31214,31201,Casual
2h 20m 12s,7/5/2014 15:29,31248,31248,Casual
0h 26m 46s,7/5/2014 15:29,31234,31632,Registered
0h 7m 1s,7/5/2014 15:29,31065,31017,Casual
0h 18m 57s,7/5/2014 15:29,31312,31202,Registered
0h 5m 16s,7/5/2014 15:30,31005,31008,Registered
0h 31m 16s,7/5/2014 15:30,31271,31258,Casual
0h 30m 57s,7/5/2014 15:30,31603,31258,Registered
0h 31m 3s,7/5/2014 15:30,31603,31258,Registered
0h 31m 23s,7/5/2014 15:30,31271,31258,Casual
1h 18m 15s,7/5/2014 15:30,31103,31247,Casual
0h 37m 29s,7/5/2014 15:30,31224,31249,Casual
0h 5m 25s,7/5/2014 15:30,31626,31613,Registered
0h 21m 50s,7/5/2014 15:30,31214,31116,Registered
0h 18m 10s,7/5/2014 15:30,31222,31264,Casual
0h 10m 23s,7/5/2014 15:30,31243,31613,Registered
0h 26m 6s,7/5/2014 15:30,31271,31258,Registered
0h 5m 29s,7/5/2014 15:30,31626,31613,Registered
0h 25m 15s,7/5/2014 15:30,31248,31114,Casual
0h 8m 7s,7/5/2014 15:30,31619,31625,Registered
0h 25m 37s,7/5/2014 15:30,31271,31258,Casual
0h 27m 18s,7/5/2014 15:30,31620,31242,Casual
0h 8m 4s,7/5/2014 15:30,31619,31625,Registered
0h 4m 38s,7/5/2014 15:30,31205,31221,Registered
0h 30m 44s,7/5/2014 15:30,31231,31100,Casual
0h 1m 35s,7/5/2014 15:30,31016,31018,Registered
0h 47m 30s,7/5/2014 15:30,31258,31240,Casual
0h 47m 29s,7/5/2014 15:30,31258,31240,Casual
0h 5m 21s,7/5/2014 15:30,31628,31108,Registered
0h 27m 23s,7/5/2014 15:30,31042,31010,Registered
0h 27m 5s,7/5/2014 15:30,31042,31010,Registered
0h 29m 7s,7/5/2014 15:30,31264,31215,Casual
0h 18m 22s,7/5/2014 15:30,31610,31627,Registered
0h 18m 39s,7/5/2014 15:30,31610,31627,Registered
0h 21m 49s,7/5/2014 15:30,31247,31247,Casual
0h 4m 40s,7/5/2014 15:30,31605,31613,Registered
0h 26m 34s,7/5/2014 15:30,31620,31242,Casual
0h 17m 46s,7/5/2014 15:31,31610,31627,Registered
0h 24m 0s,7/5/2014 15:31,31258,31272,Registered
0h 47m 44s,7/5/2014 15:31,31258,31240,Casual
0h 24m 32s,7/5/2014 15:31,31636,31246,Casual
0h 12m 12s,7/5/2014 15:31,31228,31603,Registered
0h 28m 37s,7/5/2014 15:31,31264,31215,Casual
1h 7m 14s,7/5/2014 15:31,31231,31248,Casual
0h 12m 29s,7/5/2014 15:31,31631,31232,Registered
0h 36m 4s,7/5/2014 15:31,31261,31505,Casual
0h 36m 16s,7/5/2014 15:31,31261,31505,Casual
1h 7m 10s,7/5/2014 15:31,31231,31248,Casual
0h 5m 37s,7/5/2014 15:31,31610,31626,Registered
0h 4m 14s,7/5/2014 15:31,31004,31006,Registered
0h 30m 11s,7/5/2014 15:31,31231,31100,Casual
0h 6m 14s,7/5/2014 15:31,31404,31602,Registered
0h 28m 8s,7/5/2014 15:31,31310,31262,Casual
1h 5m 23s,7/5/2014 15:31,32002,31312,Casual
0h 6m 3s,7/5/2014 15:31,31208,31209,Casual
1h 5m 32s,7/5/2014 15:31,32002,31312,Casual
6h 48m 47s,7/5/2014 15:31,31256,31256,Casual
0h 38m 7s,7/5/2014 15:31,31215,31215,Casual
0h 10m 4s,7/5/2014 15:31,31248,31243,Casual
1h 32m 53s,7/5/2014 15:31,31077,31077,Casual
0h 9m 51s,7/5/2014 15:31,31248,31243,Casual
0h 15m 24s,7/5/2014 15:31,31227,31229,Registered
0h 24m 40s,7/5/2014 15:31,31258,31249,Casual
0h 16m 5s,7/5/2014 15:31,31265,31209,Registered
0h 15m 25s,7/5/2014 15:31,31227,31229,Registered
0h 4m 54s,7/5/2014 15:31,32048,32002,Registered
0h 7m 59s,7/5/2014 15:32,31119,31267,Registered
0h 14m 41s,7/5/2014 15:32,31241,31102,Registered
0h 24m 19s,7/5/2014 15:32,31258,31249,Casual
0h 15m 28s,7/5/2014 15:32,31215,31200,Casual
0h 8m 3s,7/5/2014 15:32,31508,31617,Registered
0h 28m 45s,7/5/2014 15:32,31203,31623,Casual
1h 36m 0s,7/5/2014 15:32,31104,31104,Casual
0h 28m 38s,7/5/2014 15:32,31203,31623,Casual
0h 16m 22s,7/5/2014 15:32,31249,31628,Registered
0h 3m 58s,7/5/2014 15:32,31613,31626,Registered
0h 14m 58s,7/5/2014 15:32,31237,31232,Registered
0h 32m 59s,7/5/2014 15:32,31270,31401,Casual
0h 14m 50s,7/5/2014 15:32,31256,31268,Casual
0h 9m 19s,7/5/2014 15:32,31623,31627,Casual
0h 14m 43s,7/5/2014 15:32,31256,31268,Casual
0h 32m 44s,7/5/2014 15:32,31270,31401,Casual
0h 24m 26s,7/5/2014 15:32,31258,31248,Casual
0h 24m 40s,7/5/2014 15:32,31258,31248,Casual
0h 30m 33s,7/5/2014 15:33,31613,31613,Registered
0h 23m 16s,7/5/2014 15:33,31245,31200,Casual
0h 9m 45s,7/5/2014 15:33,31201,31636,Registered
0h 22m 57s,7/5/2014 15:33,31245,31200,Registered
0h 6m 43s,7/5/2014 15:33,31613,31626,Registered
0h 13m 15s,7/5/2014 15:33,31237,31213,Casual
0h 44m 16s,7/5/2014 15:33,32006,31502,Casual
0h 8m 26s,7/5/2014 15:33,31235,31258,Casual
0h 8m 17s,7/5/2014 15:33,31235,31258,Casual
1h 54m 37s,7/5/2014 15:33,31248,31205,Casual
0h 12m 55s,7/5/2014 15:33,31237,31213,Casual
0h 23m 50s,7/5/2014 15:33,31258,31248,Casual
1h 1m 55s,7/5/2014 15:33,31109,31638,Casual
0h 12m 23s,7/5/2014 15:33,32025,32036,Registered
1h 28m 46s,7/5/2014 15:34,31247,31222,Casual
0h 21m 54s,7/5/2014 15:34,31207,31203,Casual
0h 17m 39s,7/5/2014 15:34,31246,31232,Registered
0h 17m 44s,7/5/2014 15:34,31246,31232,Registered
0h 12m 27s,7/5/2014 15:34,31258,31219,Casual
1h 54m 39s,7/5/2014 15:34,31238,31240,Casual
1h 53m 53s,7/5/2014 15:34,31248,31205,Casual
1h 2m 3s,7/5/2014 15:34,31238,31247,Casual
0h 25m 44s,7/5/2014 15:34,31021,31237,Registered
0h 21m 40s,7/5/2014 15:34,31207,31203,Casual
0h 17m 32s,7/5/2014 15:34,31246,31232,Casual
0h 15m 51s,7/5/2014 15:34,31257,31202,Registered
0h 4m 57s,7/5/2014 15:34,31110,31214,Registered
0h 17m 19s,7/5/2014 15:34,31246,31232,Casual
1h 1m 43s,7/5/2014 15:34,31238,31247,Casual
0h 14m 28s,7/5/2014 15:34,31215,31240,Casual
0h 26m 11s,7/5/2014 15:34,31616,31209,Casual
0h 26m 16s,7/5/2014 15:34,31215,31248,Casual
0h 44m 18s,7/5/2014 15:34,31200,31634,Registered
1h 53m 59s,7/5/2014 15:34,31238,31240,Casual
0h 1m 26s,7/5/2014 15:34,31636,31636,Registered
0h 16m 10s,7/5/2014 15:34,31626,31209,Registered
0h 2m 50s,7/5/2014 15:35,31119,31101,Registered
0h 38m 34s,7/5/2014 15:35,31258,31243,Casual
1h 28m 39s,7/5/2014 15:35,31247,31222,Casual
1h 53m 54s,7/5/2014 15:35,31238,31240,Casual
0h 13m 54s,7/5/2014 15:35,31215,31240,Registered
0h 10m 6s,7/5/2014 15:35,31246,31200,Registered
0h 25m 18s,7/5/2014 15:35,31021,31237,Registered
0h 38m 10s,7/5/2014 15:35,31258,31243,Casual
0h 9m 31s,7/5/2014 15:35,31201,31200,Casual
0h 9m 28s,7/5/2014 15:35,31201,31200,Casual
1h 31m 5s,7/5/2014 15:35,31077,31077,Casual
0h 11m 58s,7/5/2014 15:35,31612,31601,Registered
1h 33m 52s,7/5/2014 15:35,31256,31014,Casual
0h 25m 47s,7/5/2014 15:35,31108,31214,Registered
0h 7m 14s,7/5/2014 15:35,31008,31013,Registered
1h 52m 12s,7/5/2014 15:35,31248,31205,Casual
1h 33m 45s,7/5/2014 15:35,31256,31014,Casual
1h 53m 5s,7/5/2014 15:35,31238,31240,Casual
0h 3m 6s,7/5/2014 15:35,31612,31614,Registered
0h 8m 7s,7/5/2014 15:35,31704,31711,Registered
0h 7m 3s,7/5/2014 15:35,31108,31209,Registered
0h 25m 51s,7/5/2014 15:35,31258,31249,Casual
0h 26m 19s,7/5/2014 15:35,31258,31213,Registered
0h 13m 48s,7/5/2014 15:35,31616,31232,Registered
0h 18m 57s,7/5/2014 15:35,31225,31604,Registered
0h 22m 37s,7/5/2014 15:36,31249,31219,Casual
0h 17m 51s,7/5/2014 15:36,32014,31301,Casual
0h 12m 22s,7/5/2014 15:36,31262,31111,Casual
0h 17m 37s,7/5/2014 15:36,32014,31301,Casual
0h 20m 39s,7/5/2014 15:36,31618,31509,Registered
0h 25m 26s,7/5/2014 15:36,31258,31249,Casual
0h 14m 56s,7/5/2014 15:36,31213,31251,Registered
0h 27m 5s,7/5/2014 15:36,31116,31121,Registered
0h 19m 33s,7/5/2014 15:36,31207,31203,Casual
0h 3m 54s,7/5/2014 15:36,31044,31043,Registered
0h 21m 59s,7/5/2014 15:36,31249,31219,Casual
0h 3m 49s,7/5/2014 15:36,31400,31115,Registered
0h 22m 57s,7/5/2014 15:36,31248,31260,Casual
0h 22m 54s,7/5/2014 15:36,31248,31260,Casual
0h 25m 5s,7/5/2014 15:36,31636,31606,Registered
1h 26m 11s,7/5/2014 15:36,31247,31222,Casual
0h 11m 18s,7/5/2014 15:36,31118,31214,Registered
0h 36m 25s,7/5/2014 15:36,31007,31258,Casual
0h 12m 30s,7/5/2014 15:36,31616,31232,Registered
1h 27m 34s,7/5/2014 15:37,31219,31260,Casual
0h 15m 33s,7/5/2014 15:37,31622,31230,Registered
0h 1m 19s,7/5/2014 15:37,31201,31201,Registered
0h 23m 17s,7/5/2014 15:37,31101,31244,Registered
1h 25m 30s,7/5/2014 15:37,31247,31222,Casual
0h 23m 53s,7/5/2014 15:37,31616,31209,Casual
0h 15m 15s,7/5/2014 15:37,31622,31230,Registered
0h 24m 56s,7/5/2014 15:37,31258,31213,Casual
0h 36m 3s,7/5/2014 15:37,31005,31066,Casual
0h 12m 21s,7/5/2014 15:37,31201,31104,Registered
0h 14m 31s,7/5/2014 15:37,31267,31236,Registered
0h 22m 46s,7/5/2014 15:37,31267,31612,Registered
0h 11m 30s,7/5/2014 15:37,31309,31300,Registered
0h 8m 26s,7/5/2014 15:37,31233,31212,Casual
0h 23m 7s,7/5/2014 15:37,31616,31209,Casual
0h 35m 29s,7/5/2014 15:37,31005,31066,Casual
0h 22m 31s,7/5/2014 15:37,31101,31244,Registered
0h 25m 44s,7/5/2014 15:37,31207,31403,Registered
0h 3m 3s,7/5/2014 15:37,31227,31228,Registered
0h 23m 31s,7/5/2014 15:37,31264,31241,Casual
0h 13m 15s,7/5/2014 15:38,31225,31110,Casual
0h 10m 18s,7/5/2014 15:38,31222,31264,Casual
0h 24m 11s,7/5/2014 15:38,31258,31213,Casual
0h 17m 31s,7/5/2014 15:38,31267,31616,Registered
0h 33m 30s,7/5/2014 15:38,31249,31258,Casual
0h 17m 20s,7/5/2014 15:38,31201,31102,Casual
0h 13m 24s,7/5/2014 15:38,31225,31110,Casual
0h 5m 58s,7/5/2014 15:38,31506,31245,Registered
0h 12m 22s,7/5/2014 15:38,31503,31200,Registered
0h 11m 51s,7/5/2014 15:38,31616,31232,Casual
0h 8m 19s,7/5/2014 15:38,31233,31212,Casual
0h 24m 51s,7/5/2014 15:38,31613,31271,Casual
0h 12m 13s,7/5/2014 15:38,31503,31200,Registered
0h 17m 3s,7/5/2014 15:38,31201,31102,Casual
2h 31m 6s,7/5/2014 15:38,31247,31247,Casual
0h 15m 37s,7/5/2014 15:38,31613,31272,Casual
0h 42m 16s,7/5/2014 15:38,31618,31262,Casual
0h 33m 27s,7/5/2014 15:38,31249,31258,Casual
0h 42m 13s,7/5/2014 15:38,31618,31262,Casual
1h 25m 32s,7/5/2014 15:39,31219,31260,Casual
0h 21m 30s,7/5/2014 15:39,31111,31400,Casual
0h 22m 6s,7/5/2014 15:39,31264,31241,Casual
0h 10m 24s,7/5/2014 15:39,31201,31113,Registered
0h 53m 38s,7/5/2014 15:39,31248,31248,Casual
1h 53m 16s,7/5/2014 15:39,31215,31215,Casual
0h 24m 57s,7/5/2014 15:39,31613,31613,Registered
0h 33m 54s,7/5/2014 15:39,31007,31258,Casual
1h 8m 53s,7/5/2014 15:39,31235,31248,Casual
0h 14m 47s,7/5/2014 15:39,31613,31272,Casual
0h 2m 20s,7/5/2014 15:39,31105,31119,Registered
0h 7m 17s,7/5/2014 15:39,31606,31208,Registered
0h 20m 41s,7/5/2014 15:39,31111,31400,Casual
0h 33m 33s,7/5/2014 15:39,31249,31258,Casual
0h 10m 8s,7/5/2014 15:39,31616,31232,Casual
0h 8m 43s,7/5/2014 15:39,31613,31628,Registered
0h 0m 3s,7/5/2014 15:39,31213,31213,Registered
0h 26m 24s,7/5/2014 15:39,31112,31246,Casual
0h 26m 26s,7/5/2014 15:39,31112,31246,Casual
0h 26m 5s,7/5/2014 15:40,31112,31246,Registered
0h 26m 11s,7/5/2014 15:40,31112,31246,Casual
1h 23m 52s,7/5/2014 15:40,31236,31225,Casual
0h 12m 2s,7/5/2014 15:40,31507,31117,Registered
0h 16m 22s,7/5/2014 15:40,31613,31108,Registered
0h 32m 14s,7/5/2014 15:40,31249,31258,Casual
0h 8m 4s,7/5/2014 15:40,31613,31628,Registered
0h 10m 53s,7/5/2014 15:40,31229,31257,Registered
1h 8m 8s,7/5/2014 15:40,31235,31248,Casual
