"source","id","title","description","manufacturer","price"
"amazon","b000e0v924","avid liquid vs 7 software","video liquid version 7 sftw","avid technology",888.75
"amazon","b000na1v8w","acad corel painter x pc/mac","- marketing information: painter x the worldandquot;s most powerful natural-media painting and illustration software features unique digital brushes art materials and textures that mirror the look and feel of their traditional counterparts. setting the standard for digital painting and illustration the corel painter x digital art studio introduces new composition tools unparalleled performance and the all-new realbristle painting system that models traditional brushes like never before right down the individual bristles on the brush. product information - software sub type: creativity application - software name: painter x - complete product - features and benefits: increased performance: - corel painter x has been optimized to provide artists with the fastest version of painter ever depending on system hardware brushes perform up to 35% faster new realbristle painting system: - the new realbristle painting system heightens the responsiveness of the brush and represents a major milestone for digital painting new composition tools: - new composition tools help artists and photographers visually arrange a blank canvas prior to sketching or painting or create an aesthetically pleasing composition from a photo using the divine proportion tool and the rule of thirds new workspace manager: - corel painter x allows you to easily customize and back up your workspaces as well as export and share them with your friends and colleagues enhanced photo-paint","corel",155.22
"amazon","b000abapo0","rainbow fish and the whale (win/mac)","a tender amazing adventure based on marcuspfister&rsquo;s bestselling children&rsquo;s bookproduct informationrainbow fish lived happily in the deep ocean until one day when thewhale fell victim to a bad case of the hiccups and accidentally swallowedrainb","global software publishing",9.99
"amazon","b000tilkq6","global software smart steps 2nd grade ( windows macintosh )","developed by education specialists smart steps builds a solid foundation in reading math science creativity and more to prepare students for a lifetime of success in school. a unique tracking system gives a detailed chart of each student's development highlights areas of interest and identifies areas where students need more practice. an innovative sticker reward system inspires students to complete each activity continue on with new skills and practice over and over again. with a host of creative activities and an incredible variety of up to 100 practice exercises smart steps will teach and reinforce learning until skills are mastered and implemented.","global software",0
"amazon","b000nkrj0q","punch! viacad 2d/3d","punch! viacad 2d/3d is a new precision design program with features usually only found in much more expensive cad programs . with a state-of-the-art 2d/3d patent-pending user interface that seamlessly toggles between 2d and 3d and logicursor technology that thinks as you draw anticipating your moves precision design was never so easy. there are over 80 minutes of tutorial videos to help you get started. this windows version works with both windows xp and windows vista. curves / basic surfaces /basic solids / feature based/history tree /shelling blending local face editing translators - iges step sat dxf/dwg adobe illustrator 26k mechanical & aec part library video training punch! software free technical support","punch! software",99
"amazon","b000nvspyo","vegas 7 + dvd/soundforge8bundl","bonus as dvdp includes soundforge 8 software / audio and video editing and production utilities","sony media",722
"amazon","b00013wh0w","handmark oxford american desk dictionary and thesaurus","the oxford american desk dictionary and thesaurus combines a full dictionary and a full thesaurus bringing you the power of words in an all-new portable format. it's faster and easier than a traditional paper dictionary! 3 different color schemes for a custom interface expansion memory support","handmark inc.",0
"amazon","b00006gxbz","i love the usa","uncover geo-facts and discover the people places and pastimes of all 50 u.s. states. track down clues from coast to coast to solve a social studies mystery. relive the rich history of the east coast. whoop it up in the midwest. explore the vast mountain ranges of the west coast. experience all this and much more with the award-winning social studies software program i love the usa. designed for ages 6 to 9 kids learn about the states as well as their capitals culture and history. raise the flag quizzes let kids test their knowledge as they go. the perfect children's title for travel in the u.s. kids identify states by shape visit landmarks view travel videos and track the weather throughout the u.s. animated map screens puzzles games and more than 500 pop-up geo-facts keep kids thinking. they can even win 30 stickers and earn special medals and certificates. plus kids can make their own state maps using the map feature which also lets them print their map as a post card or e-mail it to a friend.","global software publishing",9.99
"amazon","b000ndibqy","adobe photoshop cs3 extended upgrade [mac]","note: this is the upgrade version of adobe photoshop cs3 extended. ideal for film video and multimedia professionals and graphic and web designers using 3d and motion as well as professionals in engineering and science adobe photoshop cs3 extended upgrade software delivers everything in photoshop cs3 and more. render and incorporate 3d images into your 2d composites. stop time with easy editing of motion graphics on video layers. and probe your images with measurement analysis and visualization tools. the professional standard now comes in two versions& 151;photoshop cs3 and photoshop cs3 extended with additional features and enhancements for specialized image professionals. the clone stamp and healing brush tools now feature an overlay preview of the source areas. the loupe tool in adobe bridge cs3 lets you easily zoom into the fine detail of any image. zoomify export allows you to efficiently display even the highest resolution imagery over low bandwidth web connections. edit 3d and motion-based images adobe photoshop cs3 extended includes key new capabilities that let you incorporate 3d and motion-based content into your image editing workflow. now you can render 3d content into your 2d composites edit existing textures on 3d models and embed your edited models into adobe pdf files for easy collaboration with colleagues. plus you can animate video frames paint and clone over multiple video frames and import and export video files in a wide range of formats. analyze images with precision photoshop cs3 extended helps professionals in manufacturing medicine architecture engineering and scientific research gain more insight from images. measurement and counting tools enable analysis of 2d and 3d images. matlab users can pull image data from photoshop extended into matlab and visualize results of matlab algorithms back in the software. and medical professionals can correct annotate and analyze dicom files. adobe bridge for photoshop cs3 extended features faster performance the filters panel to quickly narrow your view the new loupe tool for close-up inspection of any image and much more. photoshop cs3 extended enables you to open native 3d file formats manipulate the models in 3d space open and edit textures applied to the models and then easily composite the results with 2d images. new features for motion graphics professionals in photoshop cs3 extended include cloning and healing over time with the help of the new clone source palette and preview overlays the enhanced animation palette for time-based editing and native video layers in color depths from 8- to 32-bit. brushes layers and selections are just three of the core editing features now available for 32-bit hdr images exclusively in photoshop cs3 extended. work more productively with improved performance throughout the editing workflow photoshop cs3 extended helps you work more productively--even when editing the most specialized images. experience native performance on both intel and powerpc based macs and on microsoft windows vistaª systems. maximize your workspace with a streamlined interface process raw images with increased speed and quality and manage assets more efficiently in the revamped adobe bridge cs3. composite and edit with unrivaled power leverage the power of the industry standard for the utmost creative control in image editing and compositing. now you can apply filters nondestructively manage and correct color more easily convert color images to rich black-and-white with one click and retouch images with more powerful cloning and healing tools. plus you can enjoy advanced compositing with breakthrough tools for aligning and blending layers automatically and making image selections with one brush stroke. product highlights experience smooth handling of 3d and motion-based content. gain deeper insights from your images with new measurement and analysis tools. boost your productivity with a streamlined interface enhancements to raw-image processing and asset management workflows and more. achieve your vision with unrivaled power to edit composite and experiment. audience benefit film video and multimedia professionals and graphic and web designers using 3d and motion--with adobe photoshop cs3 extended software you can now leverage the power of the photoshop image-editing toolset and paint engine when editing 3d and motion-based content for film video the web and mobile devices. manufacturing and design engineers--with adobe photoshop cs3 extended software you can easily import rotate and create different rendering modes and edit existing textures on 3d models to enhance 3d content or create compelling composites of 2d and 3d content. medical professionals--adobe photoshop cs3 extended software helps you improve patient care with powerful tools for documenting and analyzing treatment and visualizing potential outcomes. architects and engineers--adobe photoshop cs3 extended software helps you communicate your vision clearly and make an impact with all of your drawings and designs. scientific researchers--adobe photoshop cs3 extended software delivers new tools for analyzing and extracting data from images and offers powerful presentation capabilities to help you communicate your discoveries. students and educators--with features designed for professionals in video and motion graphics production manufacturing medicine architecture engineering and scientific research adobe photoshop cs3 extended software is a key new tool for students pursuing careers in these fields and for their instructors. product overview get everything in adobe photoshop cs3 software and more with photoshop cs3 extended which enables you to edit 3d and motion-based content and perform image analysis. edit 3d and motion-based images 3d image editing 3d compositing and texture editing easily render and incorporate rich 3d content into your 2d composites--even edit textures on 3d models directly within photoshop extended and immediately see the results. photoshop extended supports common 3d interchange formats including 3ds obj u3d kmz and collada so you can import view and interact with most 3d models. integration with adobe acrobat 8 software create modify and collaborate on 3d content more easily through tight integration between photoshop cs3 extended and acrobat 3d software. convert myriad 3d cad formats to the robust u3d interchange format enhance models and create composites with photoshop extended and easily embed 3d models created in photoshop extended into pdf files to distribute for review. enhanced vanishing point with 3d support edit in perspective on multiple surfaces--even those connected at angles other than 90 degrees--with the enhanced vanishing point which also lets you measure in perspective; wrap graphics images and text around multiple planes; and output 2d planes as 3d models. video and animation design movie paint enhance video directly within photoshop extended. now you can paint add text and clone over multiple frames of an imported video sequence. smooth animation workflow easily create animations from a series of still images or video frames with a new animation palette that enables onion skinning. broad video format support including quicktime import quicktime movies and most avi and mpeg files and output video and animations to mov avi mpeg-4 flv 3g flc h.264 (ipod) and dv stream. video layers create and edit images for video with maximum quality and a broader range of color models. edit and enhance grayscale rgb cmyk and lab models at 8- 16- and 32-bit depths with color management. analyze images with precision measurement counting and edit-tracking tools 2d and 3d measurement tools extract quantitative information from images with new measurement tools. easily calibrate or set the scale of an image and then use any of the photoshop extended selection tools to define and calculate distance perimeter area and other measurements. record data points in a measurement log and export data including histogram data to a spreadsheet for further analysis. scale marker show scale in images destined for presentation or publication using the scale marker which lets you easily add a scale graphic to any image. use the ruler and count tools to quickly tally image features and measure size and distance. open annotate remove identifying patient metadata prepare for analysis convert to jpeg for presentation and more with new native dicom file support in photoshop cs3 extended. count tool easily and accurately count objects or features in scientific images with the count tool which eliminates the need to perform manual calculations or rely on visual assessments of changes from image to image. history palette and edit history log undo and redo any set of editing steps in an open image with the history palette and automatically track all editing steps within your files with the edit history log. export steps to a text file or save them as part of image metadata for easier documentation of your work file audits and more. support for manufacturing medical and scientific workflows image stacks quickly combine a series of related images and render them into a single view using a wide variety of rendering options such as median and maximum. photoshop extended automatically analyzes and combines the images while preserving the originals. image stacks are extensible so third parties can write their own render modes. dicom support use the comprehensive photoshop extended toolset to import correct annotate analyze and create animations from dicom images. even automatically remove patient information from dicom metadata and batch save jpeg files for presentation purposes. matlab support pass image data directly between photoshop extended and matlab with the ability to call photoshop extended directly from the matlab command line. visualize results of matlab algorithms in the software and combine matlab processing with photoshop extended image editing to render test and refine algorithms for image processing analysis and more. work more productively efficient and flexible work environment streamlined interface and palette management maximize screen space for editing while keeping essential tools accessible. palettes are now arranged in convenient self-adjusting docks that can be widened to full size or narrowed to icons or even a thin self-revealing strip at the edge of your monitor. faster more flexible asset management with adobe bridge cs3 organize and manage images more efficiently with next-generation adobe bridge cs3 software which now delivers improved performance a filter panel for easier searching the ability to group multiple images under a single thumbnail the loupe tool offline image browsing and more. custom menus shortcuts and workspaces set up and save custom menus keyboard shortcuts and workspaces for quick access to what you need. streamlined workflow better raw-image processing process raw images with increased speed and superior conversion quality using the photoshop camera raw plug-in which now adds support for jpeg and tiff formats; new tools including fill light and dust busting; compatibility with adobe photoshop lightroom software; and support for over 150 camera models. enhanced pdf support work more easily with adobe pdf-based content. precisely control the size of pdf pages opened in photoshop extended; add security controls and metadata such as copyright and exposure details to images within pdf presentations; and create a richer image display in pdf presentations and documents. adobe photoshop lightroom jump from adobe photoshop lightroom software to photoshop cs3 extended in one click for advanced editing of your digital images. lightroom (sold separately) offers an efficient powerful way to import manage and present large volumes of digital images. improved printing experience experience better control over print quality with color management a larger print preview window and more controls in one place so you can print in fewer steps. improved printing controls co-developed by adobe and hp make printing easier and more predictable and streamline setup options via integration with select printers from hp epson and canon. presets make sophisticated color adjustments automatically with one-click presets in curves the channel mixer and the new black and white conversion dialog box. peak performance experience native performance on intel and powerpc based macintosh computers and on microsoft windows xp and windows vistaª systems. automated production automate common production tasks in a variety of ways. set up event-based scripts record a series of steps as an action for efficient batch processing and design repetitive graphics faster with variables. wide range of supported formats import and export an even greater range of file formats including psd bmp dicom cineon jpeg jpeg2000 openexr png targa and tiff. adobe device central cs3 visually emulate how your dynamic content will render on mobile devices using the built-in adobe device central cs3. zoomify export for high-resolution web display take advantage of adobe flash and zoomify technology to export high-resolution images to the web for viewing through adobe flash player software. flash player displays your images quickly and efficiently letting viewers zoom in on details with minimal delay. improved integration with other adobe tools enjoy better support for photoshop files in your other adobe software applications (sold separately). copy and paste photoshop files directly into adobe dreamweaver cs3 software projects import them into adobe flash cs3 professional software with high fidelity and preserve layer effects and video layers when you import them into adobe after effects cs3 professional software. third-party solutions and resources take advantage of a wealth of additional resources--including software plug-ins books and training--from the longstanding community of expert photoshop developers authors and trainers. auto-align layers can automatically connect a series of photos into a panorama (left). auto-blend layers can then seamlessly blend lighting and texture to complete the perfect composite image (right). composite and edit with unrivaled power maximize screen space for editing while keeping essential tools accessible. faster performance highest quality conversion and new lighting controls are some of the new hallmarks of camera raw in photoshop cs3. simple intuitive point-and-click monochrome conversion is yours with the new black and white adjustment. the new print interface in photoshop cs3 gathers all of the options you need in one easier-to-use dialog box. nondestructive editing smart filters add adjust and remove filters from an image without having to resave the image or start over to preserve quality. nondestructive smart filters allow you to visualize changes without altering original pixel data. smart objects perform nondestructive scaling rotating and warping of raster and vector graphics with smart objects. even preserve the editability of vector data from adobe illustrator software. professional color and tone control color-correction enhancements take advantage of precision color correction made faster and easier. brightness/contrast now provides better results from the same intuitive interface and enhanced curves controls let you make automatic adjustments with included presets or those you create; convert to black-and-white with point sliders; and use a histogram color channel lines and a clipping preview. black-and-white conversion easily convert color images to rich black-and-white and adjust tonal values and tints with a new tool. experiment with the included black-and-white presets or create and save your own custom presets to achieve the best results. improved channel mixer take advantage of new functionality and a host of presets that make the channel mixer easier to use for black-and-white conversion. enhanced 32-bit high dynamic range (hdr) support create and edit 32-bit images and combine multiple exposures into a single 32-bit image that preserves the full range of a scene--from the deepest shadows to the brightest highlights. new image-processing and alignment algorithms deliver superior results. and with photoshop cs3 extended you can even edit 32-bit images using brushes filters blending modes transformations selections tools aspect ratios and more. intelligent image editing and enhancement more powerful cloning and healing tools experience greater control when retouching images with cloning tools and the healing brush. clone images over time; see source pixels under your tool or brush for more precise positioning; preview changes to source content live; and set multiple source points scale and rotate in the new clone source palette. rich painting and drawing toolset create or modify images with a wide assortment of professional fully customizable paint settings artistic brushes and drawing tools. + = the faster route to perfect composites& 151;auto-align layers takes the effort out of perfectly lining up the contents of multiple layers while auto-blend layers completes the task of blending together the texture and lighting from many layers into one. easy compositing and selecting advanced compositing create more accurate composites by automatically aligning multiple photoshop layers or images based on similar content. the auto-align layers command quickly analyzes details and moves rotates or warps layers to align them perfectly and the auto-blend layers command blends the color and shading to create a smooth editable result. improved photomerge technology take advantage of refined photomerge technology which uses new layer-alignment and layer-blending capabilities to let you automatically stitch horizontal or vertical photos into seamless panoramas. quick selection and refine edge tools make selections in a snap. loosely draw on an image area and the quick selection tool automatically completes the selection for you. then preview and fine-tune your selections with the refine edge tool. flexible layers composite images text and effects on hundreds of layers for extraordinarily sophisticated results. organize layers with up to five levels of nesting and save them in different combinations as layer comps. which edition of photoshop cs3 is right for you? photoshop cs3 is available in two editions--photoshop cs3 and photoshop cs3 extended--to meet the diverse needs of professionals in a wide range of fields. adobe photoshop cs3 adobe photoshop cs3 extended builds on photoshop cs2 with dozens of improvements increased productivity with a streamlined interface camera raw enhancements next-generation adobe bridge cs3 and zoomify export unrivaled editing power with live filters more precise color correction easier black-and-white conversion and more powerful cloning and healing tools breakthrough compositing with automatic layer alignment and blending capabilities easier selections and improved photomerge® technology 3d and motion support with the ability to edit 3d content and incorporate it into 2d compositions paint and clone over multiple video frames and more comprehensive image analysis with new image measurement and counting tools","adobe",349
"amazon","b000gcd6lw","computrace lojack for laptops - 3 year license (mac)","computrace lojack for laptops is a theft protection service that tracks locates and recovers stolen laptop and desktop computers. your laptop has a 1 in 10 chance of being stolen -- with lojack for laptops you can buy peace of mind. the software works behind the scenes to silently and securely contact our monitoring center. if your laptop is stolen its location is reported through any internet connection. the recovery team tracks your computer's location and partners with local law enforcement to get your computer back. if your stolen computer is not recovered in 30 days you'll receive a full refund for the purchase price of the software.","absolute software",99.95
"amazon","b000ndichc","adobe photoshop cs3 extended","ideal for film video and multimedia professionals and graphic and web designers using 3d and motion as well as professionals in engineering and science adobe photoshop cs3 extended software delivers everything in photoshop cs3 and more. render and incorporate 3d images into your 2d composites. stop time with easy editing of motion graphics on video layers. and probe your images with measurement analysis and visualization tools. the professional standard now comes in two versions& 151;photoshop cs3 and photoshop cs3 extended with additional features and enhancements for specialized image professionals. the clone stamp and healing brush tools now feature an overlay preview of the source areas. the loupe tool in adobe bridge cs3 lets you easily zoom into the fine detail of any image. zoomify export allows you to efficiently display even the highest resolution imagery over low bandwidth web connections. edit 3d and motion-based images adobe photoshop cs3 extended includes key new capabilities that let you incorporate 3d and motion-based content into your image editing workflow. now you can render 3d content into your 2d composites edit existing textures on 3d models and embed your edited models into adobe pdf files for easy collaboration with colleagues. plus you can animate video frames paint and clone over multiple video frames and import and export video files in a wide range of formats. analyze images with precision photoshop cs3 extended helps professionals in manufacturing medicine architecture engineering and scientific research gain more insight from images. measurement and counting tools enable analysis of 2d and 3d images. matlab users can pull image data from photoshop extended into matlab and visualize results of matlab algorithms back in the software. and medical professionals can correct annotate and analyze dicom files. work more productively with improved performance throughout the editing workflow photoshop cs3 extended helps you work more productively--even when editing the most specialized images. experience native performance on both intel and powerpc based macs and on microsoft windows vistaª systems. maximize your workspace with a streamlined interface process raw images with increased speed and quality and manage assets more efficiently in the revamped adobe bridge cs3. composite and edit with unrivaled power leverage the power of the industry standard for the utmost creative control in image editing and compositing. now you can apply filters nondestructively manage and correct color more easily convert color images to rich black-and-white with one click and retouch images with more powerful cloning and healing tools. plus you can enjoy advanced compositing with breakthrough tools for aligning and blending layers automatically and making image selections with one brush stroke. product highlights experience smooth handling of 3d and motion-based content. gain deeper insights from your images with new measurement and analysis tools. boost your productivity with a streamlined interface enhancements to raw-image processing and asset management workflows and more. achieve your vision with unrivaled power to edit composite and experiment. audience benefit film video and multimedia professionals and graphic and web designers using 3d and motion--with adobe photoshop cs3 extended software you can now leverage the power of the photoshop image-editing toolset and paint engine when editing 3d and motion-based content for film video the web and mobile devices. manufacturing and design engineers--with adobe photoshop cs3 extended software you can easily import rotate and create different rendering modes and edit existing textures on 3d models to enhance 3d content or create compelling composites of 2d and 3d content. medical professionals--adobe photoshop cs3 extended software helps you improve patient care with powerful tools for documenting and analyzing treatment and visualizing potential outcomes. architects and engineers--adobe photoshop cs3 extended software helps you communicate your vision clearly and make an impact with all of your drawings and designs. scientific researchers--adobe photoshop cs3 extended software delivers new tools for analyzing and extracting data from images and offers powerful presentation capabilities to help you communicate your discoveries. students and educators--with features designed for professionals in video and motion graphics production manufacturing medicine architecture engineering and scientific research adobe photoshop cs3 extended software is a key new tool for students pursuing careers in these fields and for their instructors. product overview get everything in adobe photoshop cs3 software and more with photoshop cs3 extended which enables you to edit 3d and motion-based content and perform image analysis. edit 3d and motion-based images 3d image editing 3d compositing and texture editing easily render and incorporate rich 3d content into your 2d composites--even edit textures on 3d models directly within photoshop extended and immediately see the results. photoshop extended supports common 3d interchange formats including 3ds obj u3d kmz and collada so you can import view and interact with most 3d models. integration with adobe acrobat 8 software create modify and collaborate on 3d content more easily through tight integration between photoshop cs3 extended and acrobat 3d software. convert myriad 3d cad formats to the robust u3d interchange format enhance models and create composites with photoshop extended and easily embed 3d models created in photoshop extended into pdf files to distribute for review. enhanced vanishing point with 3d support edit in perspective on multiple surfaces--even those connected at angles other than 90 degrees--with the enhanced vanishing point which also lets you measure in perspective; wrap graphics images and text around multiple planes; and output 2d planes as 3d models. video and animation design movie paint enhance video directly within photoshop extended. now you can paint add text and clone over multiple frames of an imported video sequence. smooth animation workflow easily create animations from a series of still images or video frames with a new animation palette that enables onion skinning. broad video format support including quicktime import quicktime movies and most avi and mpeg files and output video and animations to mov avi mpeg-4 flv 3g flc h.264 (ipod) and dv stream. video layers create and edit images for video with maximum quality and a broader range of color models. edit and enhance grayscale rgb cmyk and lab models at 8- 16- and 32-bit depths with color management. analyze images with precision measurement counting and edit-tracking tools 2d and 3d measurement tools extract quantitative information from images with new measurement tools. easily calibrate or set the scale of an image and then use any of the photoshop extended selection tools to define and calculate distance perimeter area and other measurements. record data points in a measurement log and export data including histogram data to a spreadsheet for further analysis. scale marker show scale in images destined for presentation or publication using the scale marker which lets you easily add a scale graphic to any image. use the ruler and count tools to quickly tally image features and measure size and distance. open annotate remove identifying patient metadata prepare for analysis convert to jpeg for presentation and more with new native dicom file support in photoshop cs3 extended. data flows freely between photoshop cs3 extended and matlab letting you instantly see the results of changes to matlab processing routines. count tool easily and accurately count objects or features in scientific images with the count tool which eliminates the need to perform manual calculations or rely on visual assessments of changes from image to image. history palette and edit history log undo and redo any set of editing steps in an open image with the history palette and automatically track all editing steps within your files with the edit history log. export steps to a text file or save them as part of image metadata for easier documentation of your work file audits and more. support for manufacturing medical and scientific workflows image stacks quickly combine a series of related images and render them into a single view using a wide variety of rendering options such as median and maximum. photoshop extended automatically analyzes and combines the images while preserving the originals. image stacks are extensible so third parties can write their own render modes. dicom support use the comprehensive photoshop extended toolset to import correct annotate analyze and create animations from dicom images. even automatically remove patient information from dicom metadata and batch save jpeg files for presentation purposes. matlab support pass image data directly between photoshop extended and matlab with the ability to call photoshop extended directly from the matlab command line. visualize results of matlab algorithms in the software and combine matlab processing with photoshop extended image editing to render test and refine algorithms for image processing analysis and more. work more productively efficient and flexible work environment streamlined interface and palette management maximize screen space for editing while keeping essential tools accessible. palettes are now arranged in convenient self-adjusting docks that can be widened to full size or narrowed to icons or even a thin self-revealing strip at the edge of your monitor. faster more flexible asset management with adobe bridge cs3 organize and manage images more efficiently with next-generation adobe bridge cs3 software which now delivers improved performance a filter panel for easier searching the ability to group multiple images under a single thumbnail the loupe tool offline image browsing and more. custom menus shortcuts and workspaces set up and save custom menus keyboard shortcuts and workspaces for quick access to what you need. streamlined workflow better raw-image processing process raw images with increased speed and superior conversion quality using the photoshop camera raw plug-in which now adds support for jpeg and tiff formats; new tools including fill light and dust busting; compatibility with adobe photoshop lightroom software; and support for over 150 camera models. enhanced pdf support work more easily with adobe pdf-based content. precisely control the size of pdf pages opened in photoshop extended; add security controls and metadata such as copyright and exposure details to images within pdf presentations; and create a richer image display in pdf presentations and documents. adobe photoshop lightroom jump from adobe photoshop lightroom software to photoshop cs3 extended in one click for advanced editing of your digital images. lightroom (sold separately) offers an efficient powerful way to import manage and present large volumes of digital images. improved printing experience experience better control over print quality with color management a larger print preview window and more controls in one place so you can print in fewer steps. improved printing controls co-developed by adobe and hp make printing easier and more predictable and streamline setup options via integration with select printers from hp epson and canon. presets make sophisticated color adjustments automatically with one-click presets in curves the channel mixer and the new black and white conversion dialog box. peak performance experience native performance on intel and powerpc based macintosh computers and on microsoft windows xp and windows vistaª systems. automated production automate common production tasks in a variety of ways. set up event-based scripts record a series of steps as an action for efficient batch processing and design repetitive graphics faster with variables. wide range of supported formats import and export an even greater range of file formats including psd bmp dicom cineon jpeg jpeg2000 openexr png targa and tiff. adobe device central cs3 visually emulate how your dynamic content will render on mobile devices using the built-in adobe device central cs3. zoomify export for high-resolution web display take advantage of adobe flash and zoomify technology to export high-resolution images to the web for viewing through adobe flash player software. flash player displays your images quickly and efficiently letting viewers zoom in on details with minimal delay. improved integration with other adobe tools enjoy better support for photoshop files in your other adobe software applications (sold separately). copy and paste photoshop files directly into adobe dreamweaver cs3 software projects import them into adobe flash cs3 professional software with high fidelity and preserve layer effects and video layers when you import them into adobe after effects cs3 professional software. third-party solutions and resources take advantage of a wealth of additional resources--including software plug-ins books and training--from the longstanding community of expert photoshop developers authors and trainers. auto-align layers can automatically connect a series of photos into a panorama (left). auto-blend layers can then seamlessly blend lighting and texture to complete the perfect composite image (right). composite and edit with unrivaled power nondestructive editing smart filters add adjust and remove filters from an image without having to resave the image or start over to preserve quality. nondestructive smart filters allow you to visualize changes without altering original pixel data. smart objects perform nondestructive scaling rotating and warping of raster and vector graphics with smart objects. even preserve the editability of vector data from adobe illustrator software. professional color and tone control color-correction enhancements take advantage of precision color correction made faster and easier. brightness/contrast now provides better results from the same intuitive interface and enhanced curves controls let you make automatic adjustments with included presets or those you create; convert to black-and-white with point sliders; and use a histogram color channel lines and a clipping preview. black-and-white conversion easily convert color images to rich black-and-white and adjust tonal values and tints with a new tool. experiment with the included black-and-white presets or create and save your own custom presets to achieve the best results. improved channel mixer take advantage of new functionality and a host of presets that make the channel mixer easier to use for black-and-white conversion. enhanced 32-bit high dynamic range (hdr) support create and edit 32-bit images and combine multiple exposures into a single 32-bit image that preserves the full range of a scene--from the deepest shadows to the brightest highlights. new image-processing and alignment algorithms deliver superior results. and with photoshop cs3 extended you can even edit 32-bit images using brushes filters blending modes transformations selections tools aspect ratios and more. intelligent image editing and enhancement more powerful cloning and healing tools experience greater control when retouching images with cloning tools and the healing brush. clone images over time; see source pixels under your tool or brush for more precise positioning; preview changes to source content live; and set multiple source points scale and rotate in the new clone source palette. rich painting and drawing toolset create or modify images with a wide assortment of professional fully customizable paint settings artistic brushes and drawing tools. + = the faster route to perfect composites& 151;auto-align layers takes the effort out of perfectly lining up the contents of multiple layers while auto-blend layers completes the task of blending together the texture and lighting from many layers into one. easy compositing and selecting advanced compositing create more accurate composites by automatically aligning multiple photoshop layers or images based on similar content. the auto-align layers command quickly analyzes details and moves rotates or warps layers to align them perfectly and the auto-blend layers command blends the color and shading to create a smooth editable result. improved photomerge technology take advantage of refined photomerge technology which uses new layer-alignment and layer-blending capabilities to let you automatically stitch horizontal or vertical photos into seamless panoramas. quick selection and refine edge tools make selections in a snap. loosely draw on an image area and the quick selection tool automatically completes the selection for you. then preview and fine-tune your selections with the refine edge tool. flexible layers composite images text and effects on hundreds of layers for extraordinarily sophisticated results. organize layers with up to five levels of nesting and save them in different combinations as layer comps. which edition of photoshop cs3 is right for you? photoshop cs3 is available in two editions--photoshop cs3 and photoshop cs3 extended--to meet the diverse needs of professionals in a wide range of fields. adobe photoshop cs3 adobe photoshop cs3 extended builds on photoshop cs2 with dozens of improvements increased productivity with a streamlined interface camera raw enhancements next-generation adobe bridge cs3 and zoomify export unrivaled editing power with live filters more precise color correction easier black-and-white conversion and more powerful cloning and healing tools breakthrough compositing with automatic layer alignment and blending capabilities easier selections and improved photomerge® technology 3d and motion support with the ability to edit 3d content and incorporate it into 2d compositions paint and clone over multiple video frames and more comprehensive image analysis with new image measurement and counting tools","adobe",999
"amazon","b000l1phg0","digital video and audio production book for vegas 7+dvd","launch your video and audio skills to new heights with the digital video and audio production. newly revised for version 7 by the original authors this book puts the stunning capabilities of vegas software right where they belong: in your production arsenal! the eight logically organized modules contain almost 30 lessons and over 80 tasks that teach important concepts in a step-by-step fashion. over 100 private tutors further explain concepts explore related topics suggest helpful resources and share tips and power-user techniques. additionally we ve included quizzes and food-for-thought essay questions at the end of each module to solidify your knowledge. we ve also included a dvd-rom containing lesson files sample media and a complete vegas manual in .pdf format!","sony pictures digital entertainment",49.35
"amazon","b000im5gb8","studio movieboard plus pci hardware","pinnacle studio movieboard plus is the ultimate movie-making solution providing video enthusiasts with the most complete set of hardware & software tools available. the pci card/external break-out box combination easily captures video from any analog or digital source. it enables output to disc mobile devices back to tape or for full-resolution preview to a tv monitor for precision editing. pinnacle's powerful yet intuitive video editing software pinnacle studio plus titanium edition is paired with a microphone and green backdrop for professional-quality voice audio recording and composite ?green screen? special effects for results that will amaze your audience. minimum system requirements - intel pentium or amd athlon 1.4 ghz or higher (2.4 ghz+ recommended) / 512mb ram (1 gb recommended. 1 gb required for hd) / windows xp (sp2 or higher) / directx 9 or higher compatible graphics card with 32mb (ati radeon or nvidia geforce 3 or higher with 128 mb recommended for sd. 128 mb required for 720p hd. 256 mb required for 1080i hd) / directx 9 or higher compatible sound card / 500mb of disk space to install software","pinnacle",251.55
